supplier_id,supplier_name,country,reliability_rating
SUP549,Elite Packaging Inc,Malaysia,High
SUP550,Pinnacle Coatings Ltd,China,Medium
SUP551,Delta Resins Co,Germany,Medium
SUP552,Titan Chemicals Sdn Bhd,Japan,Medium
SUP553,Omega Synthetics Corp,Vietnam,High
SUP554,Imperial Pack Inc,Singapore,High
SUP555,Summit Polymers Co,India,High
SUP556,Vortex Coatings Corp,China,High
SUP557,Matrix Solvents Corp,Thailand,High
SUP558,Beacon Pack Ltd,Indonesia,Low
SUP559,Vortex Supply Ltd,Japan,High
SUP560,Infinity Organics Co,Japan,Medium
SUP561,Pacific Supply Corp,Malaysia,High
SUP562,Dynamic Chem Pte Ltd,South Korea,Medium
SUP563,Titan Materials Ltd,Thailand,Low
SUP564,Inter Resins Sdn Bhd,Vietnam,Medium
SUP565,Delta Pigments Sdn Bhd,South Korea,High
SUP566,Dynamic Solutions Ltd,Taiwan,High
SUP567,Elite Organics Sdn Bhd,Japan,High
SUP568,Pinnacle Pack Inc,Germany,High
SUP569,Infinity Chem Inc,Indonesia,Low
SUP570,Vortex Advanced Materials Sdn Bhd,India,Medium
SUP571,Global Polymers Corp,Malaysia,High
SUP572,Titan Chem Co,Indonesia,High
SUP573,Inter Materials Pte Ltd,Singapore,Medium
SUP574,Quantum Solutions Pte Ltd,Singapore,Low
SUP575,Summit Pigments Co,Singapore,Medium
SUP576,Core Chemicals Inc,Thailand,Medium
SUP577,Matrix Chemicals Sdn Bhd,Vietnam,High
SUP578,Nexus Industries Sdn Bhd,South Korea,Medium
SUP579,Beacon Resins Inc,Malaysia,High
SUP580,Summit Solvents Co,Germany,Medium
SUP581,Zenith Polymers Ltd,South Korea,Medium
SUP582,Pacific Synthetics Pte Ltd,Singapore,High
SUP583,Pinnacle Advanced Materials Sdn Bhd,South Korea,High
SUP584,Infinity Polymers Co,Malaysia,Medium
SUP585,Global Resins Co,Germany,Medium
SUP586,Alpha Advanced Materials Co,Singapore,High
SUP587,Starlight Coatings Ltd,Taiwan,High
SUP588,Titan Supply Corp,Germany,Medium
SUP589,Infinity Synthetics Corp,Malaysia,High
SUP590,Titan Organics Pte Ltd,Germany,High
SUP591,Centurion Coatings Ltd,India,High
SUP592,Elite Industries Ltd,Indonesia,High
SUP593,Pacific Advanced Materials Inc,Indonesia,Low
SUP594,Horizon Materials Co,Germany,High
SUP595,Pacific Polymers Pte Ltd,Vietnam,Low
SUP596,Vortex Advanced Materials Corp,India,High
SUP597,Infinity Polymers Inc,Germany,High
SUP598,Omega Coatings Pte Ltd,China,High
SUP599,Elite Synthetics Inc,Taiwan,Medium
SUP600,National Chem Co,Japan,Low
SUP601,Vortex Advanced Materials Pte Ltd,Taiwan,High
SUP602,Titan Coatings Co,China,Medium
SUP603,Summit Resins Inc,Japan,High
SUP604,Omega Chemicals Ltd,Thailand,Medium
SUP605,Pinnacle Industries Co,Germany,Medium
SUP606,Imperial Packaging Corp,Indonesia,Low
SUP607,Titan Source Co,India,Medium
SUP608,Sigma Polymers Corp,Taiwan,High
SUP609,Centurion Advanced Materials Ltd,Taiwan,Low
SUP610,Delta Solutions Ltd,China,High
SUP611,Prime Advanced Materials Co,South Korea,Low
SUP612,Infinity Packaging Co,Malaysia,Medium
SUP613,Alpha Pack Ltd,Thailand,High
SUP614,Horizon Organics Corp,South Korea,High
SUP615,Omega Industries Ltd,Thailand,Medium
SUP616,Global Packaging Ltd,Japan,Medium
SUP617,Prime Coatings Ltd,China,Medium
SUP618,Titan Pack Corp,South Korea,High
SUP619,Apex Resins Sdn Bhd,Germany,High
SUP620,Nexus Chemicals Sdn Bhd,China,High
SUP621,Apex Solvents Ltd,Singapore,Medium
SUP622,Global Organics Inc,Singapore,Medium
SUP623,Sigma Chemicals Pte Ltd,Thailand,High
SUP624,Global Organics Co,China,High
SUP625,Matrix Solutions Corp,South Korea,Low
SUP626,United Pigments Sdn Bhd,Malaysia,Medium
SUP627,Delta Organics Inc,Singapore,High
SUP628,Summit Supply Corp,Indonesia,Medium
SUP629,Starlight Solutions Co,Germany,Medium
SUP630,Omega Polymers Inc,Taiwan,Medium
SUP631,Zenith Synthetics Corp,China,High
SUP632,Global Industries Sdn Bhd,Malaysia,High
SUP633,Titan Solvents Sdn Bhd,South Korea,Medium
SUP634,Horizon Synthetics Sdn Bhd,Taiwan,Medium
SUP635,Global Synthetics Co,India,Low
SUP636,National Organics Ltd,Malaysia,High
SUP637,Centurion Synthetics Ltd,Germany,High
SUP638,Sigma Chem Co,Taiwan,Medium
SUP639,Sigma Materials Inc,Germany,Medium
SUP640,Horizon Chem Co,Taiwan,Low
SUP641,Prime Packaging Inc,India,Medium
SUP642,Pinnacle Resins Pte Ltd,Malaysia,High
SUP643,Infinity Pigments Co,Vietnam,High
SUP644,Pinnacle Packaging Co,South Korea,Medium
SUP645,Zenith Resins Inc,India,Medium
SUP646,Infinity Packaging Sdn Bhd,Thailand,High
SUP647,Centurion Chem Co,South Korea,Medium
SUP648,Global Packaging Co,China,Medium
SUP649,Pacific Synthetics Co,Germany,Medium
SUP650,Delta Industries Ltd,Vietnam,Medium
SUP651,Omega Materials Inc,Germany,Medium
SUP652,Vortex Resins Corp,Japan,Medium
SUP653,Titan Polymers Corp,Indonesia,High
SUP654,Nexus Advanced Materials Corp,Malaysia,Low
SUP655,Imperial Industries Sdn Bhd,India,High
SUP656,Beacon Solvents Sdn Bhd,India,High
SUP657,Infinity Advanced Materials Sdn Bhd,Japan,High
SUP658,Pinnacle Materials Ltd,Vietnam,High
SUP659,Pacific Pigments Inc,Vietnam,Medium
SUP660,Beacon Pigments Co,Vietnam,High
SUP661,Delta Polymers Inc,South Korea,Medium
SUP662,National Packaging Ltd,Japan,Medium
SUP663,Summit Pack Inc,Thailand,High
SUP664,Matrix Coatings Inc,Vietnam,Low
SUP665,Sigma Synthetics Pte Ltd,India,Low
SUP666,Inter Resins Co,China,Medium
SUP667,Starlight Packaging Sdn Bhd,Taiwan,Medium
SUP668,United Materials Sdn Bhd,Indonesia,Medium
SUP669,Dynamic Organics Inc,Japan,Medium
SUP670,Prime Industries Ltd,Malaysia,High
SUP671,Imperial Solvents Corp,Vietnam,Medium
SUP672,Inter Solutions Pte Ltd,Indonesia,High
SUP673,Horizon Packaging Ltd,Japan,High
SUP674,Global Advanced Materials Inc,Indonesia,Medium
SUP675,Horizon Solvents Corp,Thailand,Medium
SUP676,Elite Materials Corp,Singapore,High
SUP677,Matrix Synthetics Inc,Taiwan,Medium
SUP678,Titan Source Ltd,China,Medium
SUP679,Inter Source Co,Singapore,High
SUP680,Zenith Solvents Co,Singapore,Medium
SUP681,Dynamic Source Pte Ltd,China,Medium
SUP682,Vortex Materials Corp,India,High
SUP683,Core Synthetics Sdn Bhd,Germany,High
SUP684,Horizon Materials Ltd,Germany,High
SUP685,Starlight Pack Pte Ltd,South Korea,Medium
SUP686,Core Resins Ltd,Vietnam,High
SUP687,Pinnacle Organics Inc,Indonesia,Low
SUP688,Alpha Pigments Sdn Bhd,Singapore,High
SUP689,Delta Coatings Ltd,Malaysia,High
SUP690,Beacon Solutions Sdn Bhd,China,Low
SUP691,Imperial Polymers Sdn Bhd,China,Low
SUP692,Beacon Organics Co,India,High
SUP693,Core Industries Sdn Bhd,Vietnam,High
SUP694,Global Organics Sdn Bhd,India,Medium
SUP695,United Advanced Materials Pte Ltd,Japan,High
SUP696,Imperial Advanced Materials Pte Ltd,India,High
SUP697,Matrix Packaging Ltd,South Korea,High
SUP698,Prime Coatings Inc,Malaysia,High
SUP699,Centurion Pack Inc,India,Medium
SUP700,Centurion Materials Co,Singapore,Medium
SUP701,Titan Organics Inc,Germany,Medium
SUP702,Summit Solvents Inc,Vietnam,Low
SUP703,United Pigments Corp,Germany,High
SUP704,Nexus Advanced Materials Co,Thailand,Medium
SUP705,Apex Advanced Materials Sdn Bhd,Germany,Medium
SUP706,Infinity Solutions Sdn Bhd,Taiwan,Low
SUP707,Apex Pigments Corp,Germany,Medium
SUP708,Matrix Supply Ltd,South Korea,Medium
SUP709,Inter Supply Ltd,Indonesia,High
SUP710,Titan Polymers Co,Vietnam,High
SUP711,Horizon Solvents Sdn Bhd,Malaysia,Medium
SUP712,National Polymers Sdn Bhd,Vietnam,High
SUP713,Global Pack Ltd,Thailand,Low
SUP714,Summit Supply Pte Ltd,Taiwan,High
SUP715,Titan Synthetics Inc,South Korea,Medium
SUP716,Titan Coatings Pte Ltd,India,Medium
SUP717,Apex Supply Ltd,Taiwan,Medium
SUP718,Alpha Solutions Pte Ltd,South Korea,High
SUP719,Alpha Supply Ltd,Germany,Medium
SUP720,Core Source Corp,Japan,High
SUP721,Nexus Synthetics Ltd,Taiwan,Medium
SUP722,Imperial Polymers Co,South Korea,High
SUP723,Omega Resins Corp,Japan,Low
SUP724,Zenith Source Ltd,Singapore,High
SUP725,Infinity Pack Co,Malaysia,Medium
SUP726,Pacific Chem Inc,Vietnam,Medium
SUP727,Horizon Chem Corp,China,High
SUP728,Global Advanced Materials Co,Malaysia,Medium
SUP729,Omega Pigments Corp,South Korea,High
SUP730,Omega Materials Sdn Bhd,Vietnam,High
SUP731,Quantum Supply Pte Ltd,Thailand,Medium
SUP732,Starlight Packaging Inc,China,Medium
SUP733,Titan Synthetics Ltd,Singapore,High
SUP734,Summit Coatings Pte Ltd,Japan,Medium
SUP735,Core Packaging Corp,India,Medium
SUP736,Imperial Coatings Pte Ltd,Germany,High
SUP737,Nexus Solvents Ltd,Indonesia,High
SUP738,Infinity Solvents Sdn Bhd,Taiwan,High
SUP739,Starlight Chemicals Inc,India,Low
SUP740,Core Polymers Pte Ltd,Vietnam,High
SUP741,Alpha Supply Inc,India,Low
SUP742,Alpha Materials Co,Vietnam,Medium
SUP743,Quantum Solvents Corp,Malaysia,High
SUP744,Core Coatings Co,Taiwan,High
SUP745,Summit Advanced Materials Co,Taiwan,Medium
SUP746,Beacon Supply Ltd,Vietnam,Medium
SUP747,Prime Chem Sdn Bhd,Germany,High
SUP748,Zenith Coatings Corp,Indonesia,Medium
SUP749,Infinity Source Pte Ltd,China,Medium
SUP750,Quantum Solvents Sdn Bhd,South Korea,Medium
SUP751,Elite Pack Ltd,Indonesia,High
SUP752,Pacific Industries Sdn Bhd,South Korea,High
SUP753,Starlight Chem Corp,Germany,Medium
SUP754,Centurion Chemicals Inc,Indonesia,High
SUP755,Starlight Industries Inc,China,Medium
SUP756,Omega Industries Pte Ltd,Vietnam,High
SUP757,Omega Pigments Inc,Taiwan,High
SUP758,Sigma Coatings Corp,Thailand,Medium
SUP759,Alpha Solvents Corp,Germany,High
SUP760,Horizon Supply Pte Ltd,Germany,Medium
SUP761,National Coatings Co,Germany,High
SUP762,Pinnacle Materials Sdn Bhd,Germany,Medium
SUP763,Beacon Organics Corp,South Korea,Low
SUP764,Apex Solutions Pte Ltd,Malaysia,Medium
SUP765,United Source Sdn Bhd,Malaysia,High
SUP766,Inter Solvents Ltd,Singapore,High
SUP767,Inter Resins Pte Ltd,South Korea,Medium
SUP768,Summit Packaging Inc,Germany,High
SUP769,Elite Advanced Materials Inc,Malaysia,Medium
SUP770,Delta Chemicals Inc,Thailand,Medium
SUP771,Omega Chem Corp,Malaysia,High
SUP772,Quantum Advanced Materials Co,Singapore,High
SUP773,Inter Materials Co,Taiwan,High
SUP774,Sigma Advanced Materials Corp,Singapore,High
SUP775,Starlight Pack Ltd,Vietnam,High
SUP776,Matrix Advanced Materials Pte Ltd,Malaysia,High
SUP777,Global Organics Corp,Malaysia,Medium
SUP778,Infinity Supply Inc,South Korea,High
SUP779,Horizon Supply Ltd,South Korea,Medium
SUP780,United Chem Sdn Bhd,Malaysia,Medium
SUP781,Core Coatings Inc,Germany,High
SUP782,Omega Packaging Sdn Bhd,Vietnam,Medium
SUP783,Inter Synthetics Ltd,Thailand,Medium
SUP784,Elite Chemicals Sdn Bhd,Singapore,High
SUP785,Elite Pack Pte Ltd,Singapore,High
SUP786,Global Pack Corp,Thailand,High
SUP787,Summit Pack Co,India,Medium
SUP788,Vortex Advanced Materials Co,Taiwan,High
SUP789,Nexus Coatings Corp,Japan,High
SUP790,Apex Industries Pte Ltd,Taiwan,Low
SUP791,Dynamic Chemicals Corp,Malaysia,High
SUP792,Centurion Advanced Materials Sdn Bhd,India,Medium
SUP793,United Supply Ltd,Germany,High
SUP794,Pinnacle Pigments Co,Vietnam,High
SUP795,Delta Polymers Pte Ltd,Germany,Medium
SUP796,Quantum Synthetics Pte Ltd,Taiwan,High
SUP797,Matrix Pack Ltd,Vietnam,High
SUP798,Core Chemicals Corp,Indonesia,Medium
SUP799,Prime Source Sdn Bhd,Indonesia,Medium
SUP800,Pinnacle Supply Corp,Thailand,Medium
SUP801,Alpha Organics Co,Germany,Medium
SUP802,Quantum Pigments Inc,India,High
SUP803,Sigma Solvents Co,Indonesia,Medium
SUP804,Pinnacle Chem Co,Japan,High
SUP805,Omega Solvents Inc,Germany,Medium
SUP806,Prime Resins Co,Japan,Medium
SUP807,United Pack Inc,Thailand,High
SUP808,Omega Solvents Ltd,India,Low
SUP809,Vortex Coatings Inc,Malaysia,Low
SUP810,Dynamic Industries Corp,Germany,High
SUP811,Titan Polymers Ltd,Indonesia,Medium
SUP812,Infinity Resins Inc,Indonesia,High
SUP813,Quantum Industries Sdn Bhd,India,Medium
SUP814,Sigma Industries Corp,China,High
SUP815,Horizon Resins Ltd,Germany,Low
SUP816,Apex Supply Pte Ltd,India,Low
SUP817,Zenith Industries Inc,Germany,High
SUP818,Quantum Chem Co,Malaysia,High
SUP819,Elite Solutions Pte Ltd,India,Medium
SUP820,Alpha Industries Co,Japan,Medium
SUP821,Pacific Coatings Co,Japan,Low
SUP822,Horizon Supply Corp,China,Low
SUP823,Beacon Industries Co,Japan,Medium
SUP824,Matrix Supply Co,India,High
SUP825,Elite Industries Inc,Taiwan,Medium
SUP826,Infinity Packaging Ltd,Singapore,High
SUP827,Quantum Supply Sdn Bhd,Japan,Low
SUP828,Starlight Pigments Inc,South Korea,High
SUP829,National Solutions Ltd,China,High
SUP830,Pinnacle Chemicals Ltd,India,High
SUP831,Nexus Resins Corp,Vietnam,Low
SUP832,Matrix Synthetics Ltd,Japan,High
SUP833,Titan Polymers Inc,India,High
SUP834,Omega Polymers Pte Ltd,Thailand,Medium
SUP835,Centurion Chemicals Ltd,Germany,High
SUP836,Centurion Coatings Co,South Korea,High
SUP837,Sigma Materials Sdn Bhd,South Korea,High
SUP838,Centurion Chemicals Sdn Bhd,Thailand,Medium
SUP839,Infinity Synthetics Sdn Bhd,Indonesia,High
SUP840,Titan Packaging Co,Indonesia,High
SUP841,Pinnacle Synthetics Corp,Singapore,Medium
SUP842,Core Pack Inc,Malaysia,Medium
SUP843,Pacific Organics Sdn Bhd,Indonesia,Medium
SUP844,Omega Polymers Co,South Korea,Low
SUP845,Vortex Solvents Corp,Japan,High
SUP846,Nexus Coatings Inc,Thailand,Medium
SUP847,Omega Solvents Corp,Vietnam,Medium
SUP848,Nexus Materials Ltd,Taiwan,High
SUP849,Core Resins Corp,India,Medium
SUP850,Inter Pigments Corp,India,High
SUP851,Quantum Supply Co,India,Medium
SUP852,Omega Polymers Sdn Bhd,Malaysia,High
SUP853,Titan Pack Pte Ltd,Taiwan,High
SUP854,Beacon Advanced Materials Ltd,South Korea,High
SUP855,Starlight Source Pte Ltd,Thailand,High
SUP856,Titan Pigments Inc,China,High
SUP857,Zenith Organics Ltd,Germany,Medium
SUP858,Infinity Supply Ltd,India,Medium
SUP859,Imperial Materials Co,Germany,High
SUP860,Imperial Chem Sdn Bhd,India,Low
SUP861,Prime Chem Co,Singapore,Medium
SUP862,Alpha Organics Corp,Vietnam,Medium
SUP863,National Industries Ltd,Malaysia,High
SUP864,Beacon Pack Corp,Thailand,High
SUP865,Horizon Organics Ltd,Thailand,High
SUP866,Dynamic Supply Inc,Singapore,High
SUP867,Matrix Pigments Co,Taiwan,Medium
SUP868,National Solvents Co,China,Medium
SUP869,Beacon Supply Sdn Bhd,India,Medium
SUP870,Elite Coatings Corp,Japan,High
SUP871,Starlight Chem Pte Ltd,China,Low
SUP872,Alpha Synthetics Pte Ltd,India,High
SUP873,Core Packaging Co,Japan,High
SUP874,Beacon Materials Sdn Bhd,Indonesia,Medium
SUP875,Nexus Resins Ltd,Indonesia,Low
SUP876,Titan Advanced Materials Ltd,Vietnam,Medium
SUP877,Sigma Synthetics Co,South Korea,High
SUP878,Infinity Chem Corp,Vietnam,Medium
SUP879,Nexus Supply Co,Thailand,High
SUP880,Alpha Solvents Inc,Indonesia,High
SUP881,Summit Resins Corp,Malaysia,High
SUP882,Core Coatings Corp,Japan,Medium
SUP883,Nexus Pack Pte Ltd,Indonesia,High
SUP884,Horizon Organics Inc,South Korea,High
SUP885,Matrix Industries Co,South Korea,High
SUP886,Delta Advanced Materials Pte Ltd,South Korea,High
SUP887,Summit Synthetics Sdn Bhd,South Korea,High
SUP888,Alpha Materials Corp,Indonesia,Medium
SUP889,Titan Solvents Ltd,Japan,High
SUP890,Beacon Organics Sdn Bhd,Thailand,High
SUP891,Elite Organics Corp,Singapore,High
SUP892,Prime Organics Sdn Bhd,Germany,High
SUP893,Starlight Solvents Inc,Thailand,High
SUP894,Prime Resins Pte Ltd,India,High
SUP895,Core Polymers Sdn Bhd,Vietnam,Medium
SUP896,Vortex Pigments Co,South Korea,Medium
SUP897,Beacon Source Co,Japan,High
SUP898,Titan Pigments Ltd,China,High
SUP899,Apex Organics Corp,Indonesia,Medium
SUP900,Horizon Source Corp,India,Medium
SUP901,Infinity Source Corp,India,High
SUP902,Nexus Pack Ltd,Vietnam,High
SUP903,Global Pack Co,Singapore,High
SUP904,Summit Source Ltd,Indonesia,High
SUP905,United Chemicals Ltd,South Korea,Medium
SUP906,Pacific Solutions Co,India,Medium
SUP907,Pacific Materials Pte Ltd,Japan,Medium
SUP908,Imperial Solvents Ltd,Singapore,Medium
SUP909,Dynamic Supply Co,India,High
SUP910,National Resins Corp,Japan,Medium
SUP911,Omega Source Ltd,Taiwan,Medium
SUP912,Inter Synthetics Corp,Malaysia,High
SUP913,Sigma Materials Ltd,Germany,High
SUP914,Sigma Chemicals Inc,Japan,High
SUP915,Sigma Packaging Sdn Bhd,Singapore,Medium
SUP916,Global Materials Ltd,Taiwan,High
SUP917,Delta Organics Sdn Bhd,China,Low
SUP918,National Coatings Inc,Taiwan,Medium
SUP919,Pacific Synthetics Ltd,Indonesia,Medium
SUP920,Matrix Resins Pte Ltd,India,High
SUP921,Prime Solutions Co,Singapore,High
SUP922,Delta Resins Ltd,South Korea,High
SUP923,Imperial Solvents Co,China,High
SUP924,Infinity Resins Corp,India,Medium
SUP925,National Chemicals Inc,Taiwan,Medium
SUP926,Apex Advanced Materials Co,Vietnam,High
SUP927,National Solvents Corp,India,Medium
SUP928,Summit Packaging Co,China,High
SUP929,Imperial Industries Inc,Thailand,Medium
SUP930,Pinnacle Chemicals Inc,Indonesia,High
SUP931,United Polymers Ltd,Indonesia,Medium
SUP932,Nexus Chemicals Ltd,India,High
SUP933,Global Supply Corp,South Korea,Low
SUP934,Dynamic Chem Ltd,South Korea,High
SUP935,Pinnacle Supply Sdn Bhd,Taiwan,Low
SUP936,Delta Materials Pte Ltd,Indonesia,Medium
SUP937,Pinnacle Industries Pte Ltd,Taiwan,Low
SUP938,Quantum Supply Corp,China,Medium
SUP939,Summit Materials Co,Indonesia,High
SUP940,Vortex Packaging Corp,Indonesia,High
SUP941,Omega Source Inc,Thailand,High
SUP942,Inter Source Pte Ltd,Indonesia,Medium
SUP943,Pinnacle Pack Sdn Bhd,Indonesia,High
SUP944,Summit Chemicals Co,South Korea,Medium
SUP945,Core Chemicals Sdn Bhd,China,High
SUP946,Pinnacle Resins Co,India,Medium
SUP947,Elite Resins Pte Ltd,Japan,High
SUP948,Centurion Solvents Co,India,Medium
SUP949,Infinity Polymers Sdn Bhd,Malaysia,Medium
SUP950,Sigma Organics Ltd,Taiwan,Low
SUP951,Delta Pack Ltd,South Korea,High
SUP952,Pacific Synthetics Sdn Bhd,South Korea,Medium
SUP953,United Solutions Co,Malaysia,Medium
SUP954,Prime Synthetics Pte Ltd,Germany,High
SUP955,Elite Advanced Materials Ltd,Malaysia,High
SUP956,National Solutions Corp,South Korea,Medium
SUP957,Omega Chemicals Inc,Germany,High
SUP958,Summit Pack Sdn Bhd,India,High
SUP959,Centurion Industries Inc,Thailand,Medium
SUP960,Titan Chemicals Inc,India,Medium
SUP961,Infinity Chem Ltd,Singapore,Medium
SUP962,Pinnacle Synthetics Co,India,Medium
SUP963,Vortex Advanced Materials Inc,Thailand,High
SUP964,Matrix Pack Pte Ltd,Indonesia,High
SUP965,Beacon Industries Inc,Vietnam,High
SUP966,National Source Ltd,South Korea,High
SUP967,Beacon Materials Ltd,Taiwan,High
SUP968,Dynamic Solvents Corp,India,High
SUP969,Quantum Chem Ltd,Japan,Medium
SUP970,Imperial Advanced Materials Ltd,South Korea,High
SUP971,Dynamic Resins Corp,Germany,High
SUP972,Summit Organics Sdn Bhd,Thailand,High
SUP973,Imperial Polymers Ltd,Malaysia,Medium
SUP974,Omega Packaging Inc,South Korea,High
SUP975,Dynamic Advanced Materials Sdn Bhd,Indonesia,Medium
SUP976,Starlight Supply Ltd,India,High
SUP977,Prime Solutions Sdn Bhd,Singapore,High
SUP978,Core Advanced Materials Inc,Thailand,Medium
SUP979,Pacific Materials Corp,Malaysia,Low
SUP980,Summit Pigments Inc,China,High
SUP981,Pinnacle Chemicals Co,Malaysia,Medium
SUP982,United Packaging Inc,Singapore,High
SUP983,Centurion Polymers Pte Ltd,India,High
SUP984,Apex Pigments Inc,Malaysia,High
SUP985,Pacific Synthetics Corp,Singapore,Medium
SUP986,Horizon Materials Sdn Bhd,Indonesia,Medium
SUP987,Omega Pigments Sdn Bhd,Thailand,High
SUP988,Sigma Chem Ltd,Germany,High
SUP989,Imperial Pigments Inc,Thailand,High
SUP990,United Industries Pte Ltd,Thailand,High
SUP991,Alpha Synthetics Ltd,Indonesia,High
SUP992,Global Chemicals Co,Thailand,High
SUP993,Horizon Resins Pte Ltd,Germany,Medium
SUP994,Quantum Pigments Pte Ltd,South Korea,High
SUP995,Quantum Advanced Materials Ltd,Thailand,High
SUP996,Pacific Organics Inc,Singapore,Medium
SUP997,Matrix Advanced Materials Co,Singapore,High
SUP998,Vortex Pack Inc,Singapore,Medium
SUP999,Starlight Solutions Inc,Germany,High
SUP1000,Prime Pigments Corp,China,High
