sales_order_id,order_date,customer_name,finished_product,quantity_ordered,required_delivery_date,status
SO-296,2025-04-22,Gamuda Trading,Industrial Grey Primer,255,2025-05-12,Delivered
SO-297,2025-04-22,Pavilion Retail Supplies,Protective Roof Paint,186,2025-04-29,Delivered
SO-298,2025-04-22,Metro Paint Supplies,Clear Varnish,140,2025-05-14,Delivered
SO-299,2025-04-22,UEM Sunrise Bhd,Automotive Red Paint,524,2025-04-30,Delivered
SO-300,2025-04-22,UEM Sunrise Bhd,Premium White Paint 4L,296,2025-05-04,Delivered
SO-301,2025-04-22,BuildRight Hardware,Clear Varnish,108,2025-05-07,Delivered
SO-302,2025-04-23,YTL Hardware Centre,Premium White Paint 4L,491,2025-05-17,Open
SO-303,2025-04-23,UEM Sunrise Bhd,Wood Stain Brown,767,2025-05-14,Delivered
SO-304,2025-04-23,Eco World Supplies,Premium White Paint 4L,169,2025-05-06,Delivered
SO-305,2025-04-23,BuildRight Hardware,Wood Stain Brown,704,2025-05-06,Delivered
SO-306,2025-04-24,BuildRight Hardware,Marine Blue Coating,744,2025-05-13,Open
SO-307,2025-04-24,Kerjaya Bina Bhd,Premium White Paint 4L,587,2025-05-06,Delivered
SO-308,2025-04-24,BuildRight Hardware,Wood Stain Brown,203,2025-05-11,Open
SO-309,2025-04-25,BuildRight Hardware,Automotive Red Paint,601,2025-05-01,Delivered
SO-310,2025-04-26,UEM Sunrise Bhd,Wood Stain Brown,364,2025-05-11,Delivered
SO-311,2025-04-26,Metro Paint Supplies,Automotive Red Paint,729,2025-05-17,Delivered
SO-312,2025-04-26,Gamuda Trading,Premium White Paint 4L,469,2025-05-06,Open
SO-313,2025-04-26,Eco World Supplies,Premium White Paint 4L,734,2025-05-18,Delivered
SO-314,2025-04-27,SP Setia Hardware,Wood Stain Brown,605,2025-05-14,Open
SO-315,2025-04-27,Nippon Construction Sdn Bhd,Wood Stain Brown,714,2025-05-13,Delivered
SO-316,2025-04-28,Sime Darby Property,Anti-Rust Coating,317,2025-05-03,Delivered
SO-317,2025-04-29,Metro Paint Supplies,Marine Blue Coating,310,2025-05-08,Delivered
SO-318,2025-04-29,Maybank Facilities Mgmt,Industrial Grey Primer,293,2025-05-07,Delivered
SO-319,2025-04-29,Metro Paint Supplies,Premium White Paint 4L,113,2025-05-13,Delivered
SO-320,2025-04-29,Maybank Facilities Mgmt,Protective Roof Paint,657,2025-05-23,Delivered
SO-321,2025-04-30,SP Setia Hardware,Epoxy Floor Coating,725,2025-05-12,Delivered
SO-322,2025-04-30,Gamuda Trading,Clear Varnish,177,2025-05-21,Delivered
SO-323,2025-04-30,Metro Paint Supplies,Epoxy Floor Coating,783,2025-05-07,Open
SO-324,2025-04-30,Top Glove Facilities,Clear Varnish,65,2025-05-21,Open
SO-325,2025-05-01,Gamuda Trading,Epoxy Floor Coating,736,2025-05-10,Open
SO-326,2025-05-02,Nippon Construction Sdn Bhd,Epoxy Floor Coating,219,2025-05-11,Delivered
SO-327,2025-05-02,YTL Hardware Centre,Clear Varnish,88,2025-05-23,Open
SO-328,2025-05-04,Top Glove Facilities,Automotive Red Paint,764,2025-05-27,Delivered
SO-329,2025-05-04,Sunway Building Materials,Industrial Grey Primer,706,2025-05-27,Open
SO-330,2025-05-04,UEM Sunrise Bhd,Automotive Red Paint,557,2025-05-27,Delivered
SO-331,2025-05-04,SP Setia Hardware,Clear Varnish,739,2025-05-13,Open
SO-332,2025-05-04,UEM Sunrise Bhd,Wood Stain Brown,565,2025-05-16,Delivered
SO-333,2025-05-04,BuildRight Hardware,Protective Roof Paint,689,2025-05-11,Open
SO-334,2025-05-05,UEM Sunrise Bhd,Automotive Red Paint,508,2025-05-16,Open
SO-335,2025-05-05,UEM Sunrise Bhd,Premium White Paint 1L,637,2025-05-24,Open
SO-336,2025-05-05,Nippon Construction Sdn Bhd,Marine Blue Coating,150,2025-05-13,Delivered
SO-337,2025-05-06,Eco World Supplies,Protective Roof Paint,633,2025-05-18,Open
SO-338,2025-05-06,Kerjaya Bina Bhd,Epoxy Floor Coating,733,2025-05-16,Open
SO-339,2025-05-06,Eco World Supplies,Premium White Paint 4L,467,2025-05-19,Delivered
SO-340,2025-05-06,Gamuda Trading,Premium White Paint 4L,625,2025-05-15,Open
SO-341,2025-05-07,Eco World Supplies,Epoxy Floor Coating,645,2025-05-18,Delivered
SO-342,2025-05-07,Sime Darby Property,Premium White Paint 1L,431,2025-05-19,Delivered
SO-343,2025-05-07,Sime Darby Property,Marine Blue Coating,492,2025-05-24,Open
SO-344,2025-05-07,UEM Sunrise Bhd,Epoxy Floor Coating,167,2025-06-03,Delivered
SO-345,2025-05-08,BuildRight Hardware,Industrial Grey Primer,519,2025-05-26,Delivered
SO-346,2025-05-08,UEM Sunrise Bhd,Anti-Rust Coating,690,2025-05-23,Open
SO-347,2025-05-08,Metro Paint Supplies,Marine Blue Coating,707,2025-05-18,Open
SO-348,2025-05-08,YTL Hardware Centre,Protective Roof Paint,404,2025-05-24,Open
SO-349,2025-05-09,Metro Paint Supplies,Epoxy Floor Coating,564,2025-05-14,Open
SO-350,2025-05-09,Sunway Building Materials,Wood Stain Brown,562,2025-05-28,Delivered
SO-351,2025-05-09,UEM Sunrise Bhd,Protective Roof Paint,662,2025-05-29,Delivered
SO-352,2025-05-09,Kerjaya Bina Bhd,Premium White Paint 4L,59,2025-05-31,Delivered
SO-353,2025-05-09,SP Setia Hardware,Automotive Red Paint,627,2025-05-16,Delivered
SO-354,2025-05-09,IJM Corporation,Automotive Red Paint,661,2025-05-19,Delivered
SO-355,2025-05-11,Maybank Facilities Mgmt,Industrial Grey Primer,696,2025-05-24,Delivered
SO-356,2025-05-11,BuildRight Hardware,Marine Blue Coating,715,2025-05-20,Delivered
SO-357,2025-05-11,Metro Paint Supplies,Wood Stain Brown,326,2025-05-16,Delivered
SO-358,2025-05-11,Maybank Facilities Mgmt,Protective Roof Paint,232,2025-05-27,Delivered
SO-359,2025-05-11,UEM Sunrise Bhd,Wood Stain Brown,354,2025-06-03,Delivered
SO-360,2025-05-11,Kerjaya Bina Bhd,Epoxy Floor Coating,157,2025-05-27,Delivered
SO-361,2025-05-11,Nippon Construction Sdn Bhd,Premium White Paint 1L,787,2025-05-31,Delivered
SO-362,2025-05-12,Nippon Construction Sdn Bhd,Automotive Red Paint,297,2025-06-02,Delivered
SO-363,2025-05-13,Gamuda Trading,Clear Varnish,784,2025-06-08,Delivered
SO-364,2025-05-13,BuildRight Hardware,Wood Stain Brown,70,2025-06-04,Delivered
SO-365,2025-05-14,Metro Paint Supplies,Marine Blue Coating,380,2025-05-25,Delivered
SO-366,2025-05-14,Sunway Building Materials,Marine Blue Coating,782,2025-06-09,Delivered
SO-367,2025-05-14,Sime Darby Property,Automotive Red Paint,444,2025-05-20,Delivered
SO-368,2025-05-14,Metro Paint Supplies,Anti-Rust Coating,655,2025-05-19,Delivered
SO-369,2025-05-14,Sime Darby Property,Clear Varnish,228,2025-05-26,Delivered
SO-370,2025-05-15,UEM Sunrise Bhd,Premium White Paint 1L,711,2025-05-30,Delivered
SO-371,2025-05-16,Sunway Building Materials,Anti-Rust Coating,589,2025-05-25,Delivered
SO-372,2025-05-16,Pavilion Retail Supplies,Industrial Grey Primer,705,2025-06-02,Delivered
SO-373,2025-05-16,Eco World Supplies,Wood Stain Brown,363,2025-05-25,Open
SO-374,2025-05-16,IJM Corporation,Industrial Grey Primer,642,2025-05-28,Delivered
SO-375,2025-05-17,YTL Hardware Centre,Epoxy Floor Coating,274,2025-06-09,Delivered
SO-376,2025-05-17,Top Glove Facilities,Protective Roof Paint,637,2025-06-04,Delivered
SO-377,2025-05-17,Top Glove Facilities,Premium White Paint 4L,530,2025-06-09,Delivered
SO-378,2025-05-17,Metro Paint Supplies,Clear Varnish,65,2025-05-22,Delivered
SO-379,2025-05-18,Metro Paint Supplies,Anti-Rust Coating,62,2025-05-30,Delivered
SO-380,2025-05-18,Top Glove Facilities,Industrial Grey Primer,723,2025-05-31,Delivered
SO-381,2025-05-18,UEM Sunrise Bhd,Wood Stain Brown,472,2025-05-27,Delivered
SO-382,2025-05-18,SP Setia Hardware,Premium White Paint 4L,272,2025-05-30,Open
SO-383,2025-05-19,Maybank Facilities Mgmt,Automotive Red Paint,281,2025-06-10,Delivered
SO-384,2025-05-20,UEM Sunrise Bhd,Marine Blue Coating,136,2025-06-09,Delivered
SO-385,2025-05-20,SP Setia Hardware,Epoxy Floor Coating,444,2025-05-31,Open
SO-386,2025-05-21,Nippon Construction Sdn Bhd,Wood Stain Brown,789,2025-06-03,Delivered
SO-387,2025-05-21,SP Setia Hardware,Premium White Paint 4L,142,2025-06-10,Delivered
SO-388,2025-05-22,Metro Paint Supplies,Industrial Grey Primer,520,2025-06-10,Open
SO-389,2025-05-22,Pavilion Retail Supplies,Premium White Paint 4L,600,2025-06-04,Delivered
SO-390,2025-05-22,Gamuda Trading,Epoxy Floor Coating,788,2025-06-04,Delivered
SO-391,2025-05-22,Eco World Supplies,Epoxy Floor Coating,363,2025-06-13,Delivered
SO-392,2025-05-23,UEM Sunrise Bhd,Epoxy Floor Coating,475,2025-06-08,Open
SO-393,2025-05-23,Sime Darby Property,Clear Varnish,209,2025-06-07,Delivered
SO-394,2025-05-23,Kerjaya Bina Bhd,Wood Stain Brown,477,2025-06-13,Open
SO-395,2025-05-24,SP Setia Hardware,Anti-Rust Coating,499,2025-06-10,Open
SO-396,2025-05-24,Sunway Building Materials,Automotive Red Paint,621,2025-06-14,Delivered
SO-397,2025-05-24,YTL Hardware Centre,Clear Varnish,94,2025-06-12,Open
SO-398,2025-05-25,Gamuda Trading,Automotive Red Paint,77,2025-05-31,Delivered
SO-399,2025-05-25,Sunway Building Materials,Anti-Rust Coating,103,2025-06-16,Delivered
SO-400,2025-05-25,Nippon Construction Sdn Bhd,Epoxy Floor Coating,569,2025-06-13,Delivered
SO-401,2025-05-25,Nippon Construction Sdn Bhd,Marine Blue Coating,74,2025-06-02,Delivered
SO-402,2025-05-26,Top Glove Facilities,Marine Blue Coating,162,2025-06-14,Delivered
SO-403,2025-05-26,Top Glove Facilities,Automotive Red Paint,123,2025-06-11,Delivered
SO-404,2025-05-27,Top Glove Facilities,Epoxy Floor Coating,316,2025-06-13,Delivered
SO-405,2025-05-27,Metro Paint Supplies,Wood Stain Brown,138,2025-06-20,Delivered
SO-406,2025-05-27,IJM Corporation,Premium White Paint 1L,77,2025-06-02,Delivered
SO-407,2025-05-27,Sunway Building Materials,Premium White Paint 4L,374,2025-06-13,Open
SO-408,2025-05-27,Pavilion Retail Supplies,Clear Varnish,538,2025-06-01,Open
SO-409,2025-05-28,SP Setia Hardware,Premium White Paint 1L,525,2025-06-09,Delivered
SO-410,2025-05-28,Maybank Facilities Mgmt,Protective Roof Paint,415,2025-06-05,Delivered
SO-411,2025-05-29,YTL Hardware Centre,Protective Roof Paint,351,2025-06-10,Delivered
SO-412,2025-05-29,Eco World Supplies,Marine Blue Coating,482,2025-06-22,Delivered
SO-413,2025-05-29,Pavilion Retail Supplies,Protective Roof Paint,423,2025-06-15,Delivered
SO-414,2025-05-29,BuildRight Hardware,Clear Varnish,534,2025-06-18,Delivered
SO-415,2025-05-29,Top Glove Facilities,Automotive Red Paint,358,2025-06-11,Delivered
SO-416,2025-05-30,Eco World Supplies,Premium White Paint 1L,310,2025-06-13,Delivered
SO-417,2025-05-30,BuildRight Hardware,Epoxy Floor Coating,669,2025-06-14,Delivered
SO-418,2025-05-30,Metro Paint Supplies,Wood Stain Brown,597,2025-06-08,Delivered
SO-419,2025-05-31,Top Glove Facilities,Wood Stain Brown,660,2025-06-11,Open
SO-420,2025-05-31,Kerjaya Bina Bhd,Wood Stain Brown,435,2025-06-21,Open
SO-421,2025-05-31,Eco World Supplies,Clear Varnish,158,2025-06-14,Delivered
SO-422,2025-05-31,Kerjaya Bina Bhd,Protective Roof Paint,71,2025-06-23,Delivered
SO-423,2025-06-01,Sime Darby Property,Marine Blue Coating,109,2025-06-12,Delivered
SO-424,2025-06-01,BuildRight Hardware,Wood Stain Brown,342,2025-06-09,Delivered
SO-425,2025-06-01,Sime Darby Property,Protective Roof Paint,335,2025-06-20,Delivered
SO-426,2025-06-01,Sime Darby Property,Premium White Paint 1L,358,2025-06-07,Open
SO-427,2025-06-01,Nippon Construction Sdn Bhd,Wood Stain Brown,166,2025-06-09,Open
SO-428,2025-06-01,Maybank Facilities Mgmt,Industrial Grey Primer,332,2025-06-21,Delivered
SO-429,2025-06-02,Maybank Facilities Mgmt,Wood Stain Brown,101,2025-06-19,Delivered
SO-430,2025-06-02,BuildRight Hardware,Premium White Paint 4L,552,2025-06-08,Delivered
SO-431,2025-06-03,SP Setia Hardware,Marine Blue Coating,669,2025-06-26,Delivered
SO-432,2025-06-03,Gamuda Trading,Premium White Paint 1L,412,2025-06-17,Delivered
SO-433,2025-06-04,BuildRight Hardware,Automotive Red Paint,66,2025-06-16,Delivered
SO-434,2025-06-04,Maybank Facilities Mgmt,Clear Varnish,137,2025-06-17,Delivered
SO-435,2025-06-04,Maybank Facilities Mgmt,Anti-Rust Coating,654,2025-06-14,Delivered
SO-436,2025-06-05,Eco World Supplies,Premium White Paint 4L,243,2025-06-21,Delivered
SO-437,2025-06-05,IJM Corporation,Wood Stain Brown,143,2025-06-22,Delivered
SO-438,2025-06-05,Top Glove Facilities,Clear Varnish,503,2025-06-18,Open
SO-439,2025-06-05,Top Glove Facilities,Premium White Paint 1L,669,2025-06-29,Delivered
SO-440,2025-06-05,Maybank Facilities Mgmt,Protective Roof Paint,171,2025-06-13,Delivered
SO-441,2025-06-06,Kerjaya Bina Bhd,Anti-Rust Coating,461,2025-06-23,Delivered
SO-442,2025-06-06,Top Glove Facilities,Premium White Paint 4L,570,2025-06-11,Open
SO-443,2025-06-06,SP Setia Hardware,Automotive Red Paint,146,2025-06-15,Delivered
SO-444,2025-06-06,Sime Darby Property,Marine Blue Coating,504,2025-06-14,Delivered
SO-445,2025-06-07,Metro Paint Supplies,Industrial Grey Primer,625,2025-06-25,Delivered
SO-446,2025-06-07,Nippon Construction Sdn Bhd,Clear Varnish,738,2025-06-26,Open
SO-447,2025-06-07,Kerjaya Bina Bhd,Anti-Rust Coating,638,2025-06-15,Delivered
SO-448,2025-06-07,Eco World Supplies,Clear Varnish,61,2025-06-28,Open
SO-449,2025-06-07,Kerjaya Bina Bhd,Marine Blue Coating,195,2025-06-16,Delivered
SO-450,2025-06-08,Metro Paint Supplies,Industrial Grey Primer,368,2025-06-26,Delivered
SO-451,2025-06-08,Top Glove Facilities,Marine Blue Coating,265,2025-07-02,Open
SO-452,2025-06-09,BuildRight Hardware,Protective Roof Paint,756,2025-06-30,Delivered
SO-453,2025-06-09,Gamuda Trading,Marine Blue Coating,713,2025-06-25,Delivered
SO-454,2025-06-09,Top Glove Facilities,Anti-Rust Coating,572,2025-06-23,Delivered
SO-455,2025-06-09,Sunway Building Materials,Automotive Red Paint,167,2025-06-17,Open
SO-456,2025-06-09,Gamuda Trading,Epoxy Floor Coating,719,2025-06-20,Delivered
SO-457,2025-06-10,Nippon Construction Sdn Bhd,Wood Stain Brown,157,2025-06-16,Delivered
SO-458,2025-06-10,UEM Sunrise Bhd,Epoxy Floor Coating,711,2025-06-30,Delivered
SO-459,2025-06-11,Nippon Construction Sdn Bhd,Premium White Paint 1L,428,2025-07-04,Delivered
SO-460,2025-06-11,SP Setia Hardware,Premium White Paint 1L,475,2025-07-02,Delivered
SO-461,2025-06-11,Gamuda Trading,Clear Varnish,410,2025-06-16,Open
SO-462,2025-06-12,Pavilion Retail Supplies,Anti-Rust Coating,90,2025-07-05,Delivered
SO-463,2025-06-12,Top Glove Facilities,Premium White Paint 4L,508,2025-07-05,Delivered
SO-464,2025-06-12,BuildRight Hardware,Automotive Red Paint,573,2025-07-04,Delivered
SO-465,2025-06-12,Metro Paint Supplies,Premium White Paint 4L,740,2025-06-27,Delivered
SO-466,2025-06-12,Kerjaya Bina Bhd,Anti-Rust Coating,515,2025-06-30,Open
SO-467,2025-06-13,Nippon Construction Sdn Bhd,Clear Varnish,352,2025-06-28,Delivered
SO-468,2025-06-13,Sime Darby Property,Automotive Red Paint,697,2025-06-18,Delivered
SO-469,2025-06-14,BuildRight Hardware,Premium White Paint 4L,681,2025-06-30,Open
SO-470,2025-06-14,SP Setia Hardware,Protective Roof Paint,447,2025-06-28,Delivered
SO-471,2025-06-14,SP Setia Hardware,Epoxy Floor Coating,784,2025-07-04,Delivered
SO-472,2025-06-15,BuildRight Hardware,Premium White Paint 1L,212,2025-07-03,Delivered
SO-473,2025-06-16,Kerjaya Bina Bhd,Protective Roof Paint,717,2025-06-25,Delivered
SO-474,2025-06-17,Sime Darby Property,Epoxy Floor Coating,242,2025-06-26,Delivered
SO-475,2025-06-17,Kerjaya Bina Bhd,Automotive Red Paint,504,2025-07-01,Delivered
SO-476,2025-06-18,Maybank Facilities Mgmt,Clear Varnish,355,2025-06-27,Delivered
SO-477,2025-06-18,Pavilion Retail Supplies,Premium White Paint 4L,629,2025-06-23,Delivered
SO-478,2025-06-19,SP Setia Hardware,Premium White Paint 1L,493,2025-06-28,Delivered
SO-479,2025-06-19,Eco World Supplies,Anti-Rust Coating,683,2025-06-25,Delivered
SO-480,2025-06-20,Metro Paint Supplies,Marine Blue Coating,373,2025-06-29,Open
SO-481,2025-06-20,Metro Paint Supplies,Premium White Paint 4L,362,2025-07-14,Open
SO-482,2025-06-21,IJM Corporation,Premium White Paint 1L,596,2025-06-26,Delivered
SO-483,2025-06-21,IJM Corporation,Premium White Paint 1L,721,2025-07-04,Open
SO-484,2025-06-21,BuildRight Hardware,Epoxy Floor Coating,250,2025-07-04,Open
SO-485,2025-06-22,Pavilion Retail Supplies,Marine Blue Coating,742,2025-07-14,Open
SO-486,2025-06-22,Metro Paint Supplies,Epoxy Floor Coating,375,2025-06-30,Delivered
SO-487,2025-06-22,Nippon Construction Sdn Bhd,Epoxy Floor Coating,129,2025-07-07,Open
SO-488,2025-06-23,Kerjaya Bina Bhd,Marine Blue Coating,248,2025-06-30,Delivered
SO-489,2025-06-23,Kerjaya Bina Bhd,Wood Stain Brown,54,2025-07-17,Open
SO-490,2025-06-23,Sime Darby Property,Wood Stain Brown,652,2025-07-11,Open
SO-491,2025-06-23,IJM Corporation,Anti-Rust Coating,337,2025-07-12,Delivered
SO-492,2025-06-24,Nippon Construction Sdn Bhd,Clear Varnish,241,2025-06-29,Delivered
SO-493,2025-06-24,Kerjaya Bina Bhd,Clear Varnish,400,2025-07-16,Open
SO-494,2025-06-25,Pavilion Retail Supplies,Protective Roof Paint,253,2025-07-05,Delivered
SO-495,2025-06-25,SP Setia Hardware,Automotive Red Paint,105,2025-07-13,Delivered
SO-496,2025-06-25,Nippon Construction Sdn Bhd,Automotive Red Paint,638,2025-07-08,Delivered
SO-497,2025-06-26,Metro Paint Supplies,Clear Varnish,436,2025-07-10,Delivered
SO-498,2025-06-26,Sunway Building Materials,Wood Stain Brown,146,2025-07-17,Delivered
SO-499,2025-06-27,Maybank Facilities Mgmt,Marine Blue Coating,539,2025-07-08,Delivered
SO-500,2025-06-27,Metro Paint Supplies,Marine Blue Coating,102,2025-07-16,Delivered
SO-501,2025-06-28,YTL Hardware Centre,Wood Stain Brown,770,2025-07-11,Delivered
SO-502,2025-06-28,Pavilion Retail Supplies,Epoxy Floor Coating,283,2025-07-19,Delivered
SO-503,2025-06-29,Sunway Building Materials,Epoxy Floor Coating,520,2025-07-23,Delivered
SO-504,2025-06-29,YTL Hardware Centre,Clear Varnish,715,2025-07-07,Delivered
SO-505,2025-06-30,Pavilion Retail Supplies,Industrial Grey Primer,78,2025-07-15,Open
SO-506,2025-06-30,Top Glove Facilities,Industrial Grey Primer,749,2025-07-05,Open
SO-507,2025-06-30,IJM Corporation,Wood Stain Brown,607,2025-07-19,Delivered
SO-508,2025-06-30,Sunway Building Materials,Automotive Red Paint,723,2025-07-09,Delivered
SO-509,2025-06-30,Kerjaya Bina Bhd,Epoxy Floor Coating,222,2025-07-08,Delivered
SO-510,2025-07-01,UEM Sunrise Bhd,Clear Varnish,575,2025-07-24,Open
SO-511,2025-07-01,YTL Hardware Centre,Automotive Red Paint,592,2025-07-25,Open
SO-512,2025-07-01,UEM Sunrise Bhd,Automotive Red Paint,50,2025-07-24,Open
SO-513,2025-07-02,Nippon Construction Sdn Bhd,Clear Varnish,266,2025-07-09,Delivered
SO-514,2025-07-03,Kerjaya Bina Bhd,Automotive Red Paint,138,2025-07-23,Delivered
SO-515,2025-07-04,UEM Sunrise Bhd,Protective Roof Paint,544,2025-07-19,Delivered
SO-516,2025-07-04,SP Setia Hardware,Industrial Grey Primer,436,2025-07-20,Delivered
SO-517,2025-07-05,Pavilion Retail Supplies,Marine Blue Coating,69,2025-07-19,Open
SO-518,2025-07-05,SP Setia Hardware,Industrial Grey Primer,286,2025-07-27,Open
SO-519,2025-07-05,Metro Paint Supplies,Industrial Grey Primer,799,2025-07-17,Open
SO-520,2025-07-07,Eco World Supplies,Premium White Paint 4L,725,2025-07-14,Delivered
SO-521,2025-07-07,Top Glove Facilities,Industrial Grey Primer,616,2025-07-31,Open
SO-522,2025-07-07,Gamuda Trading,Epoxy Floor Coating,357,2025-07-15,Delivered
SO-523,2025-07-07,YTL Hardware Centre,Industrial Grey Primer,629,2025-07-17,Delivered
SO-524,2025-07-07,Gamuda Trading,Premium White Paint 1L,459,2025-07-31,Delivered
SO-525,2025-07-08,Metro Paint Supplies,Automotive Red Paint,421,2025-07-18,Delivered
SO-526,2025-07-09,Sunway Building Materials,Anti-Rust Coating,412,2025-07-14,Delivered
SO-527,2025-07-09,YTL Hardware Centre,Industrial Grey Primer,312,2025-07-29,Open
SO-528,2025-07-09,Eco World Supplies,Premium White Paint 4L,458,2025-07-14,Delivered
SO-529,2025-07-09,Sime Darby Property,Clear Varnish,732,2025-07-30,Delivered
SO-530,2025-07-09,IJM Corporation,Marine Blue Coating,651,2025-07-20,Delivered
SO-531,2025-07-10,YTL Hardware Centre,Industrial Grey Primer,568,2025-07-28,Delivered
SO-532,2025-07-10,Gamuda Trading,Premium White Paint 1L,749,2025-07-21,Delivered
SO-533,2025-07-10,IJM Corporation,Epoxy Floor Coating,384,2025-08-08,Delivered
SO-534,2025-07-10,Nippon Construction Sdn Bhd,Epoxy Floor Coating,210,2025-07-17,Open
SO-535,2025-07-10,IJM Corporation,Clear Varnish,314,2025-07-16,Delivered
SO-536,2025-07-11,SP Setia Hardware,Automotive Red Paint,210,2025-07-24,Delivered
SO-537,2025-07-11,Sime Darby Property,Premium White Paint 4L,148,2025-07-31,Open
SO-538,2025-07-11,Gamuda Trading,Industrial Grey Primer,382,2025-07-29,Delivered
SO-539,2025-07-12,Maybank Facilities Mgmt,Automotive Red Paint,448,2025-08-02,Delivered
SO-540,2025-07-12,SP Setia Hardware,Wood Stain Brown,169,2025-08-03,Delivered
SO-541,2025-07-13,SP Setia Hardware,Premium White Paint 4L,163,2025-07-23,Delivered
SO-542,2025-07-14,Gamuda Trading,Anti-Rust Coating,110,2025-08-06,Delivered
SO-543,2025-07-14,SP Setia Hardware,Wood Stain Brown,654,2025-07-28,Open
SO-544,2025-07-14,BuildRight Hardware,Protective Roof Paint,653,2025-08-02,Open
SO-545,2025-07-15,Maybank Facilities Mgmt,Protective Roof Paint,242,2025-08-03,Open
SO-546,2025-07-15,Sunway Building Materials,Epoxy Floor Coating,675,2025-08-01,Delivered
SO-547,2025-07-16,Pavilion Retail Supplies,Wood Stain Brown,435,2025-07-23,Delivered
SO-548,2025-07-17,Maybank Facilities Mgmt,Protective Roof Paint,210,2025-08-07,Delivered
SO-549,2025-07-17,UEM Sunrise Bhd,Protective Roof Paint,368,2025-08-04,Open
SO-550,2025-07-17,IJM Corporation,Industrial Grey Primer,470,2025-08-07,Delivered
SO-551,2025-07-17,BuildRight Hardware,Clear Varnish,427,2025-07-28,Delivered
SO-552,2025-07-19,Eco World Supplies,Anti-Rust Coating,138,2025-08-04,Delivered
SO-553,2025-07-19,Kerjaya Bina Bhd,Industrial Grey Primer,430,2025-07-26,Delivered
SO-554,2025-07-20,BuildRight Hardware,Protective Roof Paint,528,2025-08-12,Delivered
SO-555,2025-07-20,Eco World Supplies,Clear Varnish,589,2025-07-27,Open
SO-556,2025-07-21,YTL Hardware Centre,Industrial Grey Primer,567,2025-08-02,Open
SO-557,2025-07-21,IJM Corporation,Anti-Rust Coating,51,2025-07-26,Delivered
SO-558,2025-07-21,SP Setia Hardware,Marine Blue Coating,237,2025-08-07,Open
SO-559,2025-07-21,Eco World Supplies,Automotive Red Paint,441,2025-08-04,Delivered
SO-560,2025-07-22,Nippon Construction Sdn Bhd,Epoxy Floor Coating,286,2025-07-31,Open
SO-561,2025-07-22,Eco World Supplies,Industrial Grey Primer,514,2025-08-14,Delivered
SO-562,2025-07-23,BuildRight Hardware,Automotive Red Paint,290,2025-08-14,Open
SO-563,2025-07-23,BuildRight Hardware,Protective Roof Paint,726,2025-08-02,Delivered
SO-564,2025-07-24,BuildRight Hardware,Premium White Paint 1L,530,2025-07-29,Delivered
SO-565,2025-07-24,BuildRight Hardware,Epoxy Floor Coating,366,2025-08-04,Open
SO-566,2025-07-24,SP Setia Hardware,Automotive Red Paint,277,2025-08-08,Open
SO-567,2025-07-25,Metro Paint Supplies,Wood Stain Brown,325,2025-08-16,Open
SO-568,2025-07-26,Pavilion Retail Supplies,Clear Varnish,389,2025-08-04,Open
SO-569,2025-07-26,BuildRight Hardware,Clear Varnish,52,2025-08-13,Delivered
SO-570,2025-07-27,Nippon Construction Sdn Bhd,Anti-Rust Coating,102,2025-08-13,Delivered
SO-571,2025-07-27,Gamuda Trading,Protective Roof Paint,109,2025-08-14,Delivered
SO-572,2025-07-27,IJM Corporation,Premium White Paint 4L,578,2025-08-13,Delivered
SO-573,2025-07-27,Eco World Supplies,Premium White Paint 1L,260,2025-08-07,Delivered
SO-574,2025-07-28,Sime Darby Property,Anti-Rust Coating,520,2025-08-21,Open
SO-575,2025-07-28,YTL Hardware Centre,Wood Stain Brown,548,2025-08-15,Delivered
SO-576,2025-07-29,Eco World Supplies,Premium White Paint 4L,672,2025-08-10,Open
SO-577,2025-07-30,UEM Sunrise Bhd,Industrial Grey Primer,589,2025-08-22,Delivered
SO-578,2025-07-30,Metro Paint Supplies,Clear Varnish,141,2025-08-12,Delivered
SO-579,2025-07-31,BuildRight Hardware,Marine Blue Coating,162,2025-08-16,Delivered
SO-580,2025-07-31,Nippon Construction Sdn Bhd,Industrial Grey Primer,302,2025-08-10,Delivered
SO-581,2025-08-01,Metro Paint Supplies,Industrial Grey Primer,735,2025-08-22,Open
SO-582,2025-08-01,Top Glove Facilities,Premium White Paint 4L,125,2025-08-12,Delivered
SO-583,2025-08-01,Top Glove Facilities,Wood Stain Brown,73,2025-08-25,Delivered
SO-584,2025-08-02,Top Glove Facilities,Protective Roof Paint,793,2025-08-21,Delivered
SO-585,2025-08-02,SP Setia Hardware,Premium White Paint 4L,392,2025-08-24,Open
SO-586,2025-08-02,Sime Darby Property,Protective Roof Paint,602,2025-08-23,Open
SO-587,2025-08-02,UEM Sunrise Bhd,Premium White Paint 1L,137,2025-08-10,Open
SO-588,2025-08-02,Gamuda Trading,Marine Blue Coating,665,2025-08-09,Delivered
SO-589,2025-08-02,Kerjaya Bina Bhd,Premium White Paint 4L,142,2025-08-20,Delivered
SO-590,2025-08-03,Kerjaya Bina Bhd,Epoxy Floor Coating,132,2025-08-28,Delivered
SO-591,2025-08-03,Metro Paint Supplies,Automotive Red Paint,751,2025-08-15,Delivered
SO-592,2025-08-03,YTL Hardware Centre,Protective Roof Paint,616,2025-08-14,Delivered
